,FILM_NAME,FILM_YEAR,RATING,FILM_LINK,ACTOR_ID
1058,Mister Universum,1976,5.6,https://www.imdb.com/title/tt0075268/?ref_=nm_flmg_i_74_act,11
1059,Lucille Ball: Fröhliche Silberhochzeit,1974,5.7,https://www.imdb.com/title/tt0438076/?ref_=nm_flmg_i_75_act,11
1060,Der Tod kennt keine Wiederkehr,1973,7.5,https://www.imdb.com/title/tt0070334/?ref_=nm_flmg_i_76_act,11
1061,Hercules in New York,1970,3.3,https://www.imdb.com/title/tt0065832/?ref_=nm_flmg_i_77_act,11
1062,Utap,-,-,https://www.imdb.com/title/tt13064902/?ref_=nm_flmg_unrel_1_prd,11
1063,Outrider,-,-,https://www.imdb.com/title/tt7974256/?ref_=nm_flmg_unrel_2_prd,11
1064,Superhero Kindergarten,2021– ,7.1,https://www.imdb.com/title/tt10408914/?ref_=nm_flmg_i_1_prd,11
1065,The Iron Mask,2019,4.7,https://www.imdb.com/title/tt6218010/?ref_=nm_flmg_i_2_prd,11
1066,The Game Changers,2018,7.8,https://www.imdb.com/title/tt7455754/?ref_=nm_flmg_i_3_prd,11
1067,Wonders of the Sea 3D,2017,6.6,https://www.imdb.com/title/tt5495792/?ref_=nm_flmg_i_4_prd,11
1068,Killing Gunther,2017,4.8,https://www.imdb.com/title/tt5689068/?ref_=nm_flmg_i_5_prd,11
1069,Vendetta: Alles was ihm blieb war Rache,2017,5.7,https://www.imdb.com/title/tt4581576/?ref_=nm_flmg_i_6_prd,11
1070,The Apprentice,2004–2017,4.8,https://www.imdb.com/title/tt0364782/?ref_=nm_flmg_i_7_prd,11
1071,Jahre der Verheerung,2014–2016,8.5,https://www.imdb.com/title/tt2963070/?ref_=nm_flmg_i_8_prd,11
1072,Maggie,2015,5.6,https://www.imdb.com/title/tt1881002/?ref_=nm_flmg_i_9_prd,11
1073,The 6th Day,2000,5.9,https://www.imdb.com/title/tt0216216/?ref_=nm_flmg_i_10_prd,11
1074,Last Action Hero,1993,6.4,https://www.imdb.com/title/tt0107362/?ref_=nm_flmg_i_11_prd,11
1075,Christmas in Connecticut,1992,4.8,https://www.imdb.com/title/tt0103961/?ref_=nm_flmg_i_1_dr,11
1076,Geschichten aus der Gruft,1989–1996,8.0,https://www.imdb.com/title/tt0096708/?ref_=nm_flmg_i_2_dr,11
1077,Guardians of the Galaxy Vol. 3,2023,-,https://www.imdb.com/title/tt6791350/?ref_=nm_flmg_unrel_1_act,12
1078,Expend4bles,2023,-,https://www.imdb.com/title/tt3291150/?ref_=nm_flmg_unrel_2_act,12
1079,Little America,-,-,https://www.imdb.com/title/tt6465742/?ref_=nm_flmg_unrel_3_act,12
1080,Tulsa King,2022– ,8.3,https://www.imdb.com/title/tt16358384/?ref_=nm_flmg_i_1_act,12
1081,Samaritan,2022,5.7,https://www.imdb.com/title/tt5500218/?ref_=nm_flmg_i_2_act,12
1082,Big Rumble Boxing: Creed Champions,2021,7.2,https://www.imdb.com/title/tt19246200/?ref_=nm_flmg_i_3_act,12
1083,The Suicide Squad,2021,7.2,https://www.imdb.com/title/tt6334354/?ref_=nm_flmg_i_4_act,12
1084,Facebook: Groups - Ready to Rock? - 2020 Super Bowl Commercial,2020,6.0,https://www.imdb.com/title/tt21206212/?ref_=nm_flmg_i_5_act,12
1085,Rambo: Last Blood,2019,6.1,https://www.imdb.com/title/tt1206885/?ref_=nm_flmg_i_6_act,12
1086,Rallying Cry,2019,7.1,https://www.imdb.com/title/tt21877160/?ref_=nm_flmg_i_7_act,12
1087,Escape Plan: The Extractors,2019,4.4,https://www.imdb.com/title/tt6772804/?ref_=nm_flmg_i_8_act,12
1088,Mortal Kombat 11,2019,7.9,https://www.imdb.com/title/tt9398566/?ref_=nm_flmg_i_9_act,12
1089,Backtrace,2018,3.8,https://www.imdb.com/title/tt3588588/?ref_=nm_flmg_i_10_act,12
1090,Creed II: Rocky's Legacy,2018,7.1,https://www.imdb.com/title/tt6343314/?ref_=nm_flmg_i_11_act,12
1091,Escape Plan 2: Hades,2018,3.8,https://www.imdb.com/title/tt6513656/?ref_=nm_flmg_i_12_act,12
1092,Ein tierischer Zirkus,2017,5.8,https://www.imdb.com/title/tt4155534/?ref_=nm_flmg_i_13_act,12
1093,Guardians of the Galaxy Vol. 2,2017,7.6,https://www.imdb.com/title/tt3896198/?ref_=nm_flmg_i_14_act,12
1094,Ratchet & Clank,2016,5.5,https://www.imdb.com/title/tt2865120/?ref_=nm_flmg_i_15_act,12
1095,Creed: Rocky's Legacy,2015,7.6,https://www.imdb.com/title/tt3076658/?ref_=nm_flmg_i_16_act,12
1096,The Expendables 3: Extended Cut Scenes,2014,6.8,https://www.imdb.com/title/tt21858696/?ref_=nm_flmg_i_17_act,12
1097,Reach Me - Stop at Nothing,2014,4.9,https://www.imdb.com/title/tt0959306/?ref_=nm_flmg_i_18_act,12
1098,First Blood: Humorous Ending,2014,7.8,https://www.imdb.com/title/tt19879220/?ref_=nm_flmg_i_19_act,12
1099,First Blood: Alternate Ending,2014,7.9,https://www.imdb.com/title/tt19874256/?ref_=nm_flmg_i_20_act,12
1100,First Blood: Deleted Scenes: Dream in Saigon,2014,7.6,https://www.imdb.com/title/tt19874230/?ref_=nm_flmg_i_21_act,12
1101,The Expendables 3,2014,6.1,https://www.imdb.com/title/tt2333784/?ref_=nm_flmg_i_22_act,12
1102,Zwei vom alten Schlag,2013,6.4,https://www.imdb.com/title/tt1661382/?ref_=nm_flmg_i_23_act,12
1103,Saturday Night Live,1975– ,8.0,https://www.imdb.com/title/tt0072562/?ref_=nm_flmg_i_24_act,12
1104,Escape Plan,2013,6.7,https://www.imdb.com/title/tt1211956/?ref_=nm_flmg_i_25_act,12
1105,Shootout - Keine Gnade,2012,5.7,https://www.imdb.com/title/tt1308729/?ref_=nm_flmg_i_26_act,12
1106,The Expendables 2,2012,6.6,https://www.imdb.com/title/tt1764651/?ref_=nm_flmg_i_27_act,12
1107,The Expendables: Extended Cut Scenes,2011,8.4,https://www.imdb.com/title/tt21858616/?ref_=nm_flmg_i_28_act,12
1108,Der Zoowärter,2011,5.2,https://www.imdb.com/title/tt1222817/?ref_=nm_flmg_i_29_act,12
1109,The Expendables,2010,6.4,https://www.imdb.com/title/tt1320253/?ref_=nm_flmg_i_30_act,12
1110,Rambo: Extended Cut Scenes,2010,8.4,https://www.imdb.com/title/tt21858400/?ref_=nm_flmg_i_31_act,12
1111,Kambakkht Ishq,2009,3.8,https://www.imdb.com/title/tt1144804/?ref_=nm_flmg_i_32_act,12
1112,Rambo: Deleted Scenes,2008,7.7,https://www.imdb.com/title/tt19874102/?ref_=nm_flmg_i_33_act,12
1113,John Rambo,2008,7.0,https://www.imdb.com/title/tt0462499/?ref_=nm_flmg_i_34_act,12
1114,"Vanity Fair: Killers Kill, Dead Men Die",2007,5.1,https://www.imdb.com/title/tt3492560/?ref_=nm_flmg_i_35_act,12
1115,Boxing Bloopers,2007,7.3,https://www.imdb.com/title/tt3125766/?ref_=nm_flmg_i_36_act,12
1116,Rocky Balboa,2006,7.1,https://www.imdb.com/title/tt0479143/?ref_=nm_flmg_i_37_act,12
1117,Las Vegas,2003–2008,7.4,https://www.imdb.com/title/tt0364828/?ref_=nm_flmg_i_38_act,12
1118,Spy Kids 3: Game Over,2003,4.3,https://www.imdb.com/title/tt0338459/?ref_=nm_flmg_i_39_act,12
1119,Shade,2003,6.3,https://www.imdb.com/title/tt0323939/?ref_=nm_flmg_i_40_act,12
1120,Taxi 3,2003,5.8,https://www.imdb.com/title/tt0295721/?ref_=nm_flmg_i_41_act,12
1121,Liberty's Kids,2002–2003,7.9,https://www.imdb.com/title/tt0337550/?ref_=nm_flmg_i_42_act,12
1122,Avenging Angelo - Die Liebe eines Bodyguard,2002,5.1,https://www.imdb.com/title/tt0275947/?ref_=nm_flmg_i_43_act,12
1123,D-Tox - Im Auge der Angst,2002,5.3,https://www.imdb.com/title/tt0160184/?ref_=nm_flmg_i_44_act,12
1124,Driven,2001,4.6,https://www.imdb.com/title/tt0132245/?ref_=nm_flmg_i_45_act,12
1125,Get Carter - Die Wahrheit tut weh,2000,5.1,https://www.imdb.com/title/tt0208988/?ref_=nm_flmg_i_46_act,12
1126,Cliffhanger: Deleted Scenes,2000,7.6,https://www.imdb.com/title/tt21632784/?ref_=nm_flmg_i_47_act,12
1127,Antz,1998,6.6,https://www.imdb.com/title/tt0120587/?ref_=nm_flmg_i_48_act,12
1128,The Good Life,1997,4.6,https://www.imdb.com/title/tt0119216/?ref_=nm_flmg_i_49_act,12
1129,Fahr zur Hölle Hollywood,1997,3.5,https://www.imdb.com/title/tt0118577/?ref_=nm_flmg_i_50_act,12
1130,Cop Land,1997,7.0,https://www.imdb.com/title/tt0118887/?ref_=nm_flmg_i_51_act,12
1131,Daylight,1996,5.9,https://www.imdb.com/title/tt0116040/?ref_=nm_flmg_i_52_act,12
1132,Assassins - Die Killer,1995,6.3,https://www.imdb.com/title/tt0112401/?ref_=nm_flmg_i_53_act,12
1133,Judge Dredd,1995,5.6,https://www.imdb.com/title/tt0113492/?ref_=nm_flmg_i_54_act,12
1134,Your Studio and You,1995,7.7,https://www.imdb.com/title/tt0159144/?ref_=nm_flmg_i_55_act,12
1135,The Specialist,1994,5.6,https://www.imdb.com/title/tt0111255/?ref_=nm_flmg_i_56_act,12
1136,Demolition Man,1994,7.4,https://www.imdb.com/title/tt0353346/?ref_=nm_flmg_i_57_act,12
1137,Demolition Man,1993,6.7,https://www.imdb.com/title/tt0106697/?ref_=nm_flmg_i_58_act,12
1138,Cliffhanger - Nur die Starken überleben,1993,6.5,https://www.imdb.com/title/tt0106582/?ref_=nm_flmg_i_59_act,12
1139,Stop! Oder meine Mami schießt!,1992,4.3,https://www.imdb.com/title/tt0105477/?ref_=nm_flmg_i_60_act,12
1140,Dream On,1990–1996,7.6,https://www.imdb.com/title/tt0098780/?ref_=nm_flmg_i_61_act,12
1141,Oscar - Vom Regen in die Traufe,1991,6.5,https://www.imdb.com/title/tt0102603/?ref_=nm_flmg_i_62_act,12
1142,Rocky V,1990,5.3,https://www.imdb.com/title/tt0100507/?ref_=nm_flmg_i_63_act,12
1143,Tango und Cash,1989,6.4,https://www.imdb.com/title/tt0098439/?ref_=nm_flmg_i_64_act,12
1144,Lock Up,1989,6.4,https://www.imdb.com/title/tt0097770/?ref_=nm_flmg_i_65_act,12
1145,Rambo III,1988,5.8,https://www.imdb.com/title/tt0095956/?ref_=nm_flmg_i_66_act,12
1146,Sammy Hagar: Winner Takes It All,1987,6.7,https://www.imdb.com/title/tt8463396/?ref_=nm_flmg_i_67_act,12
1147,Over the Top: Mein Daddy schlägt sie alle,1987,5.8,https://www.imdb.com/title/tt0093692/?ref_=nm_flmg_i_68_act,12
1148,Die City-Cobra,1986,5.8,https://www.imdb.com/title/tt0090859/?ref_=nm_flmg_i_69_act,12
1149,Rocky IV - Der Kampf des Jahrhunderts,1985,6.8,https://www.imdb.com/title/tt0089927/?ref_=nm_flmg_i_70_act,12
1150,Rambo II - Der Auftrag,1985,6.5,https://www.imdb.com/title/tt0089880/?ref_=nm_flmg_i_71_act,12
1151,Der Senkrechtstarter,1984,3.9,https://www.imdb.com/title/tt0088001/?ref_=nm_flmg_i_72_act,12
1152,Staying Alive,1983,4.7,https://www.imdb.com/title/tt0086361/?ref_=nm_flmg_i_73_act,12
1153,Rambo,1982,7.7,https://www.imdb.com/title/tt0083944/?ref_=nm_flmg_i_74_act,12
1154,Das Auge des Tigers,1982,6.8,https://www.imdb.com/title/tt0084602/?ref_=nm_flmg_i_75_act,12
1155,Flucht oder Sieg,1981,6.6,https://www.imdb.com/title/tt0083284/?ref_=nm_flmg_i_76_act,12
1156,Nachtfalken,1981,6.3,https://www.imdb.com/title/tt0082817/?ref_=nm_flmg_i_77_act,12
1157,Rocky II,1979,7.3,https://www.imdb.com/title/tt0079817/?ref_=nm_flmg_i_78_act,12
1158,Vorhof zum Paradies,1978,5.7,https://www.imdb.com/title/tt0078056/?ref_=nm_flmg_i_79_act,12
1159,F.I.S.T. - Ein Mann geht seinen Weg,1978,6.4,https://www.imdb.com/title/tt0077531/?ref_=nm_flmg_i_80_act,12
1160,Rocky,1976,8.1,https://www.imdb.com/title/tt0075148/?ref_=nm_flmg_i_81_act,12
1161,Cannonball,1976,5.5,https://www.imdb.com/title/tt0074279/?ref_=nm_flmg_i_82_act,12
1162,Einsatz in Manhattan,1973–1978,7.1,https://www.imdb.com/title/tt0069599/?ref_=nm_flmg_i_83_act,12
1163,Police Story - Immer im Einsatz,1973–1987,7.5,https://www.imdb.com/title/tt0069620/?ref_=nm_flmg_i_84_act,12
1164,"Fahr zur Hölle, Liebling",1975,7.0,https://www.imdb.com/title/tt0072973/?ref_=nm_flmg_i_85_act,12
1165,Frankensteins Todesrennen,1975,6.2,https://www.imdb.com/title/tt0072856/?ref_=nm_flmg_i_86_act,12
1166,Capone,1975,5.7,https://www.imdb.com/title/tt0072761/?ref_=nm_flmg_i_87_act,12
1167,Das Nervenbündel,1975,6.7,https://www.imdb.com/title/tt0072034/?ref_=nm_flmg_i_88_act,12
1168,Brooklyn Blues - Das Gesetz der Gosse,1974,5.6,https://www.imdb.com/title/tt0071772/?ref_=nm_flmg_i_89_act,12
1169,Der letzte Ausweg,1973,4.1,https://www.imdb.com/title/tt0066156/?ref_=nm_flmg_i_90_act,12
1170,Bananas,1971,6.9,https://www.imdb.com/title/tt0066808/?ref_=nm_flmg_i_91_act,12
1171,Pigeons,1970,6.1,https://www.imdb.com/title/tt0067576/?ref_=nm_flmg_i_92_act,12
1172,Randy - Die Sexabenteuer des Sylvester Stallone,1970,2.4,https://www.imdb.com/title/tt0065904/?ref_=nm_flmg_i_93_act,12
1173,The Square Root,1969,5.8,https://www.imdb.com/title/tt6344712/?ref_=nm_flmg_i_94_act,12
1174,Rambo: Last Blood,2019,6.1,https://www.imdb.com/title/tt1206885/?ref_=nm_flmg_i_1_wr,12
1175,Creed II: Rocky's Legacy,2018,7.1,https://www.imdb.com/title/tt6343314/?ref_=nm_flmg_i_2_wr,12
1176,Ultimate Beastmaster,2017–2018,7.2,https://www.imdb.com/title/tt5607970/?ref_=nm_flmg_i_3_wr,12
1177,Creed: Rocky's Legacy,2015,7.6,https://www.imdb.com/title/tt3076658/?ref_=nm_flmg_i_4_wr,12
1178,The Expendables 3: Extended Cut Scenes,2014,6.8,https://www.imdb.com/title/tt21858696/?ref_=nm_flmg_i_5_wr,12
1179,First Blood: Alternate Ending,2014,7.9,https://www.imdb.com/title/tt19874256/?ref_=nm_flmg_i_6_wr,12
1180,First Blood: Deleted Scenes: Dream in Saigon,2014,7.6,https://www.imdb.com/title/tt19874230/?ref_=nm_flmg_i_7_wr,12
1181,The Expendables 3,2014,6.1,https://www.imdb.com/title/tt2333784/?ref_=nm_flmg_i_8_wr,12
1182,Homefront,2013,6.5,https://www.imdb.com/title/tt2312718/?ref_=nm_flmg_i_9_wr,12
1183,Rocky 3 in the Playroom,2012,6.8,https://www.imdb.com/title/tt3834586/?ref_=nm_flmg_i_10_wr,12
1184,The Expendables 2,2012,6.6,https://www.imdb.com/title/tt1764651/?ref_=nm_flmg_i_11_wr,12
1185,The Expendables: Extended Cut Scenes,2011,8.4,https://www.imdb.com/title/tt21858616/?ref_=nm_flmg_i_12_wr,12
1186,The Expendables,2010,6.4,https://www.imdb.com/title/tt1320253/?ref_=nm_flmg_i_13_wr,12
1187,Rambo: Extended Cut Scenes,2010,8.4,https://www.imdb.com/title/tt21858400/?ref_=nm_flmg_i_14_wr,12
1188,Rambo: Deleted Scenes,2008,7.7,https://www.imdb.com/title/tt19874102/?ref_=nm_flmg_i_15_wr,12
1189,Creed III,2023,-,https://www.imdb.com/title/tt11145118/?ref_=nm_flmg_unrel_1_prd,12
1190,Punk,-,-,https://www.imdb.com/title/tt10370518/?ref_=nm_flmg_unrel_2_prd,12
1191,"The Gangster, the Cop, the Devil remake",-,-,https://www.imdb.com/title/tt14494646/?ref_=nm_flmg_unrel_3_prd,12
1192,Plan B,-,-,https://www.imdb.com/title/tt21920538/?ref_=nm_flmg_unrel_4_prd,12
1193,Tough As They Come,-,-,https://www.imdb.com/title/tt6389432/?ref_=nm_flmg_unrel_5_prd,12
1194,Street Justice,-,-,https://www.imdb.com/title/tt8239164/?ref_=nm_flmg_unrel_6_prd,12
1195,Tulsa King,2022– ,8.3,https://www.imdb.com/title/tt16358384/?ref_=nm_flmg_i_1_prd,12
1196,MVP,2022,9.3,https://www.imdb.com/title/tt13701404/?ref_=nm_flmg_i_2_prd,12
1197,Samaritan,2022,5.7,https://www.imdb.com/title/tt5500218/?ref_=nm_flmg_i_3_prd,12
1198,The Making of 'Rocky vs. Drago',2021,7.8,https://www.imdb.com/title/tt15840228/?ref_=nm_flmg_i_4_prd,12
1199,One Night: Joshua vs. Ruiz,2019,8.5,https://www.imdb.com/title/tt11192896/?ref_=nm_flmg_i_5_prd,12
1200,"The Gangster, the Cop, the Devil",2019,6.9,https://www.imdb.com/title/tt10208198/?ref_=nm_flmg_i_6_prd,12
1201,Creed II: Rocky's Legacy,2018,7.1,https://www.imdb.com/title/tt6343314/?ref_=nm_flmg_i_7_prd,12
1202,Ultimate Beastmaster,2017–2018,7.2,https://www.imdb.com/title/tt5607970/?ref_=nm_flmg_i_8_prd,12
1203,S.T.R.O.N.G.,2016– ,7.4,https://www.imdb.com/title/tt4698826/?ref_=nm_flmg_i_9_prd,12
1204,S.T.R.O.N.G.,2016– ,7.5,https://www.imdb.com/title/tt7914338/?ref_=nm_flmg_i_10_prd,12
1205,Creed: Rocky's Legacy,2015,7.6,https://www.imdb.com/title/tt3076658/?ref_=nm_flmg_i_11_prd,12
1206,Homefront,2013,6.5,https://www.imdb.com/title/tt2312718/?ref_=nm_flmg_i_12_prd,12
1207,Inferno: The Making of 'The Expendables',2010,7.6,https://www.imdb.com/title/tt1687890/?ref_=nm_flmg_i_13_prd,12
1208,The Contender,2005– ,7.4,https://www.imdb.com/title/tt0416359/?ref_=nm_flmg_i_14_prd,12
1209,The Contender Rematch: Mora vs. Manfredo,2005,7.4,https://www.imdb.com/title/tt0844292/?ref_=nm_flmg_i_15_prd,12
1210,Naya Legend of the Golden Dolphin,2025,-,https://www.imdb.com/title/tt7890826/?ref_=nm_flmg_unrel_1_act,13
1211,Fake!,-,-,https://www.imdb.com/title/tt13247086/?ref_=nm_flmg_unrel_2_act,13
1212,Lee,-,-,https://www.imdb.com/title/tt5112584/?ref_=nm_flmg_unrel_3_act,13
1213,I Am...,2019– ,7.1,https://www.imdb.com/title/tt9165134/?ref_=nm_flmg_i_1_act,13
1214,Avatar: The Way of Water,2022,7.9,https://www.imdb.com/title/tt1630029/?ref_=nm_flmg_i_2_act,13
1215,Mare of Easttown,2021,8.4,https://www.imdb.com/title/tt10155688/?ref_=nm_flmg_i_3_act,13
1216,Black Beauty,2020,6.4,https://www.imdb.com/title/tt8484160/?ref_=nm_flmg_i_4_act,13
1217,Ammonite,2020,6.5,https://www.imdb.com/title/tt7983894/?ref_=nm_flmg_i_5_act,13
1218,Baba Yaga,2020,7.9,https://www.imdb.com/title/tt13050556/?ref_=nm_flmg_i_6_act,13
1219,Moominvalley,2019– ,7.3,https://www.imdb.com/title/tt6921882/?ref_=nm_flmg_i_7_act,13
1220,The Christmas Letter,2019,6.5,https://www.imdb.com/title/tt13439940/?ref_=nm_flmg_i_8_act,13
1221,Blackbird: Eine Familiengeschichte,2019,6.6,https://www.imdb.com/title/tt8717446/?ref_=nm_flmg_i_9_act,13
1222,Manou - flieg' flink!,2019,5.4,https://www.imdb.com/title/tt4153828/?ref_=nm_flmg_i_10_act,13
1223,Buttons,2018,5.3,https://www.imdb.com/title/tt9248032/?ref_=nm_flmg_i_11_act,13
1224,Wonder Wheel,2017,6.2,https://www.imdb.com/title/tt5825380/?ref_=nm_flmg_i_12_act,13
1225,Zwischen zwei Leben,2017,6.4,https://www.imdb.com/title/tt2226597/?ref_=nm_flmg_i_13_act,13
1226,Mary und die Blume der Hexen,2017,6.8,https://www.imdb.com/title/tt6336356/?ref_=nm_flmg_i_14_act,13
1227,Verborgene Schönheit,2016,6.7,https://www.imdb.com/title/tt4682786/?ref_=nm_flmg_i_15_act,13
1228,The Lost Letter,2016,6.8,https://www.imdb.com/title/tt6076040/?ref_=nm_flmg_i_16_act,13
1229,Daisy Chain,2016,6.3,https://www.imdb.com/title/tt5963672/?ref_=nm_flmg_i_17_act,13
1230,Triple 9,2016,6.3,https://www.imdb.com/title/tt1712261/?ref_=nm_flmg_i_18_act,13
1231,The Dressmaker,2015,7.0,https://www.imdb.com/title/tt2910904/?ref_=nm_flmg_i_19_act,13
1232,Steve Jobs,2015,7.2,https://www.imdb.com/title/tt2080374/?ref_=nm_flmg_i_20_act,13
1233,Die Bestimmung - Insurgent,2015,6.2,https://www.imdb.com/title/tt2908446/?ref_=nm_flmg_i_21_act,13
1234,The Divergent Series: Insurgent - Shatter Reality,2015,6.1,https://www.imdb.com/title/tt4516496/?ref_=nm_flmg_i_22_act,13
1235,Die Gärtnerin von Versailles,2014,6.5,https://www.imdb.com/title/tt2639254/?ref_=nm_flmg_i_23_act,13
1236,Die Bestimmung - Divergent,2014,6.6,https://www.imdb.com/title/tt1840309/?ref_=nm_flmg_i_24_act,13
1237,Labor Day,2013,6.9,https://www.imdb.com/title/tt1967545/?ref_=nm_flmg_i_25_act,13
1238,Movie 43,2013,4.3,https://www.imdb.com/title/tt1333125/?ref_=nm_flmg_i_26_act,13
1239,Titanic: Deleted Scenes,2012,8.5,https://www.imdb.com/title/tt15739482/?ref_=nm_flmg_i_27_act,13
1240,Contagion,2011,6.8,https://www.imdb.com/title/tt1598778/?ref_=nm_flmg_i_28_act,13
1241,Der Gott des Gemetzels,2011,7.1,https://www.imdb.com/title/tt1692486/?ref_=nm_flmg_i_29_act,13
1242,Mildred Pierce,2011,7.6,https://www.imdb.com/title/tt1492030/?ref_=nm_flmg_i_30_act,13
1243,Zeiten des Aufruhrs,2008,7.3,https://www.imdb.com/title/tt0959337/?ref_=nm_flmg_i_31_act,13
1244,Der Vorleser,2008,7.6,https://www.imdb.com/title/tt0976051/?ref_=nm_flmg_i_32_act,13
1245,New York für Anfänger,2008,6.4,https://www.imdb.com/title/tt0455538/?ref_=nm_flmg_i_33_act,13
1246,Der Fuchs und das Mädchen,2007,6.9,https://www.imdb.com/title/tt0756648/?ref_=nm_flmg_i_34_act,13
1247,"Vanity Fair: Killers Kill, Dead Men Die",2007,5.1,https://www.imdb.com/title/tt3492560/?ref_=nm_flmg_i_35_act,13
1248,Liebe braucht keine Ferien,2006,6.9,https://www.imdb.com/title/tt0457939/?ref_=nm_flmg_i_36_act,13
1249,Flutsch und weg,2006,6.6,https://www.imdb.com/title/tt0424095/?ref_=nm_flmg_i_37_act,13
1250,Das Spiel der Macht,2006,6.1,https://www.imdb.com/title/tt0405676/?ref_=nm_flmg_i_38_act,13
1251,Little Children,2006,7.5,https://www.imdb.com/title/tt0404203/?ref_=nm_flmg_i_39_act,13
1252,Romance & Cigarettes,2005,6.2,https://www.imdb.com/title/tt0368222/?ref_=nm_flmg_i_40_act,13
1253,Extras,2005–2007,8.3,https://www.imdb.com/title/tt0445114/?ref_=nm_flmg_i_41_act,13
1254,Wenn Träume fliegen lernen,2004,7.7,https://www.imdb.com/title/tt0308644/?ref_=nm_flmg_i_42_act,13
1255,Pride - Das Gesetz der Savanne,2004,6.2,https://www.imdb.com/title/tt0363908/?ref_=nm_flmg_i_43_act,13
1256,Vergiss mein nicht,2004,8.3,https://www.imdb.com/title/tt0338013/?ref_=nm_flmg_i_44_act,13
1257,Plunge: The Movie,2003,7.2,https://www.imdb.com/title/tt0400739/?ref_=nm_flmg_i_45_act,13
1258,Das Leben des David Gale,2003,7.5,https://www.imdb.com/title/tt0289992/?ref_=nm_flmg_i_46_act,13
1259,War Game,2002,6.7,https://www.imdb.com/title/tt0365910/?ref_=nm_flmg_i_47_act,13
1260,Iris,2001,7.0,https://www.imdb.com/title/tt0280778/?ref_=nm_flmg_i_48_act,13
1261,Ein Weihnachtsmärchen,2001,5.3,https://www.imdb.com/title/tt0259929/?ref_=nm_flmg_i_49_act,13
1262,Kate Winslet: What If,2001,8.5,https://www.imdb.com/title/tt5617492/?ref_=nm_flmg_i_50_act,13
1263,Enigma - Das Geheimnis,2001,6.4,https://www.imdb.com/title/tt0157583/?ref_=nm_flmg_i_51_act,13
1264,Quills - Macht der Besessenheit,2000,7.3,https://www.imdb.com/title/tt0180073/?ref_=nm_flmg_i_52_act,13
1265,Holy Smoke!,1999,5.9,https://www.imdb.com/title/tt0144715/?ref_=nm_flmg_i_53_act,13
1266,Entführung ins Elfenreich,1999,5.5,https://www.imdb.com/title/tt0233691/?ref_=nm_flmg_i_54_act,13
1267,Marrakesch,1998,6.0,https://www.imdb.com/title/tt0136244/?ref_=nm_flmg_i_55_act,13
1268,Titanic,1997,7.9,https://www.imdb.com/title/tt0120338/?ref_=nm_flmg_i_56_act,13
1269,Hamlet,1996,7.8,https://www.imdb.com/title/tt0116477/?ref_=nm_flmg_i_57_act,13
1270,Herzen in Aufruhr,1996,6.9,https://www.imdb.com/title/tt0116722/?ref_=nm_flmg_i_58_act,13
1271,Sinn und Sinnlichkeit,1995,7.7,https://www.imdb.com/title/tt0114388/?ref_=nm_flmg_i_59_act,13
1272,Knightskater - Ritter auf Rollerblades,1995,4.7,https://www.imdb.com/title/tt0113538/?ref_=nm_flmg_i_60_act,13
1273,Heavenly Creatures,1994,7.3,https://www.imdb.com/title/tt0110005/?ref_=nm_flmg_i_61_act,13
1274,Get Back,1992–1993,6.3,https://www.imdb.com/title/tt0103424/?ref_=nm_flmg_i_62_act,13
1275,Casualty,1986– ,6.1,https://www.imdb.com/title/tt0096555/?ref_=nm_flmg_i_63_act,13
1276,Anglo Saxon Attitudes,1992,6.7,https://www.imdb.com/title/tt0204136/?ref_=nm_flmg_i_64_act,13
1277,Dark Season,1991,6.5,https://www.imdb.com/title/tt0101074/?ref_=nm_flmg_i_65_act,13
1278,Shrinks,1991,7.3,https://www.imdb.com/title/tt0348013/?ref_=nm_flmg_i_66_act,13
1279,Lee,-,-,https://www.imdb.com/title/tt5112584/?ref_=nm_flmg_unrel_1_prd,13
1280,Mare of Easttown,2021,8.4,https://www.imdb.com/title/tt10155688/?ref_=nm_flmg_i_1_prd,13
1281,I Am...,2019– ,7.1,https://www.imdb.com/title/tt9165134/?ref_=nm_flmg_i_1_wr,13
1282,The Church of Living Dangerously,-,-,https://www.imdb.com/title/tt15297676/?ref_=nm_flmg_unrel_1_act,14
1283,Der denkwürdige Fall des Mr Poe,2022,6.5,https://www.imdb.com/title/tt14138650/?ref_=nm_flmg_i_1_act,14
1284,Amsterdam,2022,6.1,https://www.imdb.com/title/tt10304142/?ref_=nm_flmg_i_2_act,14
1285,Thor: Love and Thunder,2022,6.3,https://www.imdb.com/title/tt10648342/?ref_=nm_flmg_i_3_act,14
1286,Le Mans 66 - Gegen jede Chance,2019,8.1,https://www.imdb.com/title/tt1950186/?ref_=nm_flmg_i_4_act,14
1287,Vice: Der zweite Mann,2018,7.2,https://www.imdb.com/title/tt6266538/?ref_=nm_flmg_i_5_act,14
1288,Mogli: Legende des Dschungels,2018,6.5,https://www.imdb.com/title/tt2388771/?ref_=nm_flmg_i_6_act,14
1289,Feinde - Hostiles,2017,7.2,https://www.imdb.com/title/tt5478478/?ref_=nm_flmg_i_7_act,14
1290,The Promise: Die Erinnerung bleibt,2016,6.0,https://www.imdb.com/title/tt4776998/?ref_=nm_flmg_i_8_act,14
1291,The Big Short,2015,7.8,https://www.imdb.com/title/tt1596363/?ref_=nm_flmg_i_9_act,14
