,ACTOR_ID,AWARD_NAME,YEAR,OUTCOME,DESCRIPTION,FILM
1828,8,Gold Derby Awards,2007,Winner - Gold Derby Film Award,Lead Actor,The Departed (2006)
1829,8,Gold Derby Awards,2007,Nominee - Gold Derby Film Award,Ensemble Cast,The Departed (2006)
1830,8,Gold Derby Awards,2005,Nominee - Gold Derby Film Award,Lead Actor,The Aviator (2004)
1831,8,Gold Derby Awards,2005,Nominee - Gold Derby Film Award,Ensemble Cast,The Aviator (2004)
1832,8,"Golden Globes, USA",2022,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Don't Look Up (2021)
1833,8,"Golden Globes, USA",2020,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Once Upon a Time in Hollywood (2019)
1834,8,"Golden Globes, USA",2016,Winner - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,The Revenant (2015)
1835,8,"Golden Globes, USA",2014,Winner - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,The Wolf of Wall Street (2013)
1836,8,"Golden Globes, USA",2013,Nominee - Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture,Django Unchained (2012)
1837,8,"Golden Globes, USA",2012,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,J. Edgar (2011)
1838,8,"Golden Globes, USA",2009,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,Revolutionary Road (2008)
1839,8,"Golden Globes, USA",2007,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,Blood Diamond (2006)
1840,8,"Golden Globes, USA",2007,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,The Departed (2006)
1841,8,"Golden Globes, USA",2005,Winner - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,The Aviator (2004)
1842,8,"Golden Globes, USA",2003,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,Catch Me If You Can (2002)
1843,8,"Golden Globes, USA",1998,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,Titanic (1997)
1844,8,"Golden Globes, USA",1994,Nominee - Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture,What's Eating Gilbert Grape (1993)
1845,8,Golden Schmoes Awards,2019,Nominee - Golden Schmoes,Best Actor of the Year,Once Upon a Time in Hollywood (2019)
1846,8,Golden Schmoes Awards,2015,Winner - Golden Schmoes,Best Actor of the Year,The Revenant (2015)
1847,8,Golden Schmoes Awards,2015,Nominee - Golden Schmoes,Favorite Celebrity of the Yea,
1848,8,Golden Schmoes Awards,2013,Winner - Golden Schmoes,Best Actor of the Year,The Wolf of Wall Street (2013)
1849,8,Golden Schmoes Awards,2013,Nominee - Golden Schmoes,Favorite Celebrity of the Yea,
1850,8,Golden Schmoes Awards,2012,Nominee - Golden Schmoes,Best Supporting Actor of the Year,Django Unchained (2012)
1851,8,Golden Schmoes Awards,2010,Nominee - Golden Schmoes,Best Actor of the Year,Shutter Island (2010)
1852,8,Golden Schmoes Awards,2010,Nominee - Golden Schmoes,Favorite Celebrity of the Yea,
1853,8,Golden Schmoes Awards,2006,Winner - Golden Schmoes,Best Actor of the Year,The Departed (2006)
1854,8,Golden Schmoes Awards,2006,Nominee - Golden Schmoes,Favorite Celebrity of the Yea,
1855,8,Golden Schmoes Awards,2004,Nominee - Golden Schmoes,Best Actor of the Year,The Aviator (2004)
1856,8,"Guardian Film Awards, UK",2014,Nominee - Guardian Film Award,Best Actor,The Wolf of Wall Street (2013)
1857,8,Hawaii Film Critics Society,2020,Nominee - HFCS Award,Best Actor,Once Upon a Time in Hollywood (2019)
1858,8,Hollywood Critics Association,2020,Nominee - HCA Award,Best Actor,Once Upon a Time in Hollywood (2019)
1859,8,Hollywood Film Awards,2016,Winner - Hollywood Film Award,Documentary of the Year,Before the Flood (2016)
1860,8,Hollywood Film Awards,2004,Winner - Hollywood Film Award,Actor of the Year,The Aviator (2004)
1861,8,Houston Film Critics Society Awards,2020,Nominee - HFCS Award,Best Actor,Once Upon a Time in Hollywood (2019)
1862,8,Houston Film Critics Society Awards,2016,Nominee - HFCS Award,Best Actor,The Revenant (2015)
1863,8,Houston Film Critics Society Awards,2008,Nominee - HFCS Award,Best Actor,Revolutionary Road (2008)
1864,8,Huading Award,2016,Nominee - Huading Award,Best Global Actor in a Motion Picture,The Revenant (2015)
1865,8,IGN Summer Movie Awards,2019,Nominee - IGN Award,Best Lead Performer in a Movie,Once Upon a Time in Hollywood (2019)
1866,8,IGN Summer Movie Awards,2013,Winner - IGN People's Choice Award,Best Movie Actor,The Wolf of Wall Street (2013)
1867,8,IGN Summer Movie Awards,2013,Nominee - IGN Award,Best Movie Actor,The Wolf of Wall Street (2013)
1868,8,"Indiana Film Journalists Association, US",2019,Nominee - IFJA Award,Best Actor,Once Upon a Time in Hollywood (2019)
1869,8,Indiewire Critics' Poll,2015,Nominee - ICP Award,Best Lead Actor,The Revenant (2015)
1870,8,International Cinephile Society Awards,2014,Winner - ICS Award,Best Actor,The Wolf of Wall Street (2013)
1871,8,International Cinephile Society Awards,2007,Winner - ICS Award,Best Actor,The Departed (2006)
1872,8,International Cinephile Society Awards,2005,Nominee - ICS Award,Best Actor,The Aviator (2004)
1873,8,International Online Cinema Awards (INOCA),2016,Nominee - INOCA,Best Actor,The Revenant (2015)
1874,8,International Online Cinema Awards (INOCA),2014,Winner - INOCA,Best Actor,The Wolf of Wall Street (2013)
1875,8,International Online Cinema Awards (INOCA),2013,Nominee - Halfway Award,Best Actor,The Great Gatsby (2013)
1876,8,International Online Cinema Awards (INOCA),2013,Nominee - INOCA,Best Supporting Actor,Django Unchained (2012)
1877,8,International Online Cinema Awards (INOCA),2007,Winner - INOCA,Best Actor,The Departed (2006)
1878,8,International Online Cinema Awards (INOCA),2005,Nominee - INOCA,Best Actor,The Aviator (2004)
1879,8,International Online Cinema Awards (INOCA),2005,Nominee - INOCA,Best Ensemble Cast,The Aviator (2004)
1880,8,International Online Film Critics' Poll,2015,Nominee - IOFCP Award,Best Actor in a Leading Role,The Wolf of Wall Street (2013)
1881,8,Iowa Film Critics Awards,2020,Nominee - IFC Award,Best Actor,Once Upon a Time in Hollywood (2019)
1882,8,Iowa Film Critics Awards,2016,Nominee - IFC Award,Best Actor,The Revenant (2015)
1883,8,Irish Film and Television Awards,2016,Winner - IFTA Award,Best International Actor,The Revenant (2015)
1884,8,Irish Film and Television Awards,2014,Nominee - IFTA Award,Best International Actor,The Wolf of Wall Street (2013)
1885,8,Irish Film and Television Awards,2012,Nominee - IFTA Award,Best International Actor,J. Edgar (2011)
1886,8,Irish Film and Television Awards,2011,Nominee - IFTA Award,Best International Actor,Inception (2010)
1887,8,Irish Film and Television Awards,2007,Winner - Audience Award,Best International Actor,The Departed (2006)
1888,8,Italian Online Movie Awards (IOMA),2014,Nominee - IOMA,Best Picture (Miglior film),The Wolf of Wall Street (2013)
1889,8,Italian Online Movie Awards (IOMA),2014,Nominee - IOMA,Best Actor (Miglior attore protagonista),The Wolf of Wall Street (2013)
1890,8,Italian Online Movie Awards (IOMA),2013,Nominee - IOMA,Best Supporting Actor (Miglior attore non protagonista),Django Unchained (2012)
1891,8,Italian Online Movie Awards (IOMA),2010,Winner - IOMA,Best Actor (Miglior attore protagonista),Shutter Island (2010)
1892,8,Italian Online Movie Awards (IOMA),2009,Nominee - IOMA,Best Actor (Miglior attore protagonista),Revolutionary Road (2008)
1893,8,Italian Online Movie Awards (IOMA),2007,Winner - IOMA,Best Actor (Miglior attore protagonista),The Departed (2006)
1894,8,Italian Online Movie Awards (IOMA),2005,Nominee - IOMA,Best Actor (Miglior attore protagonista),The Aviator (2004)
1895,8,Italian Online Movie Awards (IOMA),2003,Nominee - IOMA,Best Actor (Miglior attore protagonista),Catch Me If You Can (2002)
1896,8,Jupiter Award,2015,Nominee - Jupiter Award,Best International Actor,The Wolf of Wall Street (2013)
1897,8,Jupiter Award,2006,Nominee - Jupiter Award,Best International Actor,The Aviator (2004)
1898,8,Kansas City Film Critics Circle Awards,2015,Winner - KCFCC Award,Best Actor,The Revenant (2015)
1899,8,"Kids' Choice Awards, USA",2009,Winner - Big Green Help Award,,
1900,8,Las Vegas Film Critics Society Awards,2015,Winner - Sierra Award,Best Actor,The Revenant (2015)
1901,8,Las Vegas Film Critics Society Awards,2010,Nominee - Sierra Award,Best Actor,Inception (2010)
1902,8,Latino Entertainment Journalists Association Film Awards,2020,Nominee - LEJA Award,Best Performance by an Actor in a Leading Role,Once Upon a Time in Hollywood (2019)
1903,8,London Critics Circle Film Awards,2016,Nominee - ALFS Award,Actor of the Year,The Revenant (2015)
1904,8,London Critics Circle Film Awards,2014,Nominee - ALFS Award,Actor of the Year,The Wolf of Wall Street (2013)
1905,8,London Critics Circle Film Awards,2005,Nominee - ALFS Award,Actor of the Year,The Aviator (2004)
1906,8,Los Angeles Film Critics Association Awards,1993,Winner - New Generation Award,This Boy's Life (1993),This Boy's Life (1993)
1907,8,MTV Movie + TV Awards,2016,Winner - MTV Movie Award,Best Male Performance,The Revenant (2015)
1908,8,MTV Movie + TV Awards,2016,Nominee - MTV Movie Award,Best Fight,The Revenant (2015)
1909,8,MTV Movie + TV Awards,2014,Winner - MTV Movie Award,Best WTF Moment,The Wolf of Wall Street (2013)
1910,8,MTV Movie + TV Awards,2014,Nominee - MTV Movie Award,Best Male Performance,The Wolf of Wall Street (2013)
1911,8,MTV Movie + TV Awards,2014,Nominee - MTV Movie Award,Best On-Screen Duo,The Wolf of Wall Street (2013)
1912,8,MTV Movie + TV Awards,2014,Nominee - MTV Movie Award,Best Shirtless Performance,The Wolf of Wall Street (2013)
1913,8,MTV Movie + TV Awards,2014,Nominee - MTV Movie Award,Best Musical Moment,The Wolf of Wall Street (2013)
1914,8,MTV Movie + TV Awards,2013,Nominee - MTV Movie Award,Best Villain,Django Unchained (2012)
1915,8,MTV Movie + TV Awards,2013,Nominee - MTV Movie Award,Best On-Screen Duo,Django Unchained (2012)
1916,8,MTV Movie + TV Awards,2011,Nominee - MTV Movie Award,Best Jaw Dropping Moment,Inception (2010)
1917,8,MTV Movie + TV Awards,2005,Winner - MTV Movie Award,Best Male Performance,The Aviator (2004)
1918,8,MTV Movie + TV Awards,2003,Nominee - MTV Movie Award,Best Male Performance,Catch Me If You Can (2002)
1919,8,MTV Movie + TV Awards,2003,Nominee - MTV Movie Award,Best Kiss,Gangs of New York (2002)
1920,8,MTV Movie + TV Awards,1998,Winner - MTV Movie Award,Best Male Performance,Titanic (1997)
1921,8,MTV Movie + TV Awards,1998,Nominee - MTV Movie Award,Best On-Screen Duo,Titanic (1997)
1922,8,MTV Movie + TV Awards,1998,Nominee - MTV Movie Award,Best Kiss,Titanic (1997)
1923,8,MTV Movie + TV Awards,1997,Nominee - MTV Movie Award,Best Male Performance,Romeo + Juliet (1996)
1924,8,MTV Movie + TV Awards,1997,Nominee - MTV Movie Award,Best On-Screen Duo,Romeo + Juliet (1996)
1925,8,MTV Movie + TV Awards,1997,Nominee - MTV Movie Award,Best Kiss,Romeo + Juliet (1996)
1926,8,"National Board of Review, USA",2013,Winner - Spotlight Award,Shared with:,
1927,8,"National Board of Review, USA",2012,Winner - NBR Award,Best Supporting Actor,Django Unchained (2012)
1928,8,"National Board of Review, USA",2006,Winner - NBR Award,Best Acting by an Ensemble,The Departed (2006)
1929,8,"National Board of Review, USA",1993,Winner - NBR Award,Best Supporting Actor,What's Eating Gilbert Grape (1993)
1930,8,"National Film Awards, UK",2016,Nominee - National Film Award,Global Contribution to motion pictur,
1931,8,"National Society of Film Critics Awards, USA",1994,Nominee - NSFC Award,Best Supporting Actor,What's Eating Gilbert Grape (1993)
1932,8,Nevada Film Critics Society,2015,Winner - NFCS Award,Best Actor,The Revenant (2015)
1933,8,New Media Film Festival,2015,Winner - New Media Film Festival Award,Socially Responsible Conservationist,Worst Shark Attack Ever (2014)
1934,8,New York Film Critics Circle Awards,1993,Nominee - NYFCC Award,Best Supporting Actor,What's Eating Gilbert Grape (1993)
1935,8,North Carolina Film Critics Association,2020,Nominee - NCFCA Award,Best Actor,Once Upon a Time in Hollywood (2019)
1936,8,North Carolina Film Critics Association,2016,Nominee - NCFCA Award,Best Actor,The Revenant (2015)
1937,8,North Carolina Film Critics Association,2014,Nominee - NCFCA Award,Best Actor,The Wolf of Wall Street (2013)
1938,8,North Dakota Film Society,2020,Nominee - NDFS Award,Best Actor,Once Upon a Time in Hollywood (2019)
1939,8,"North Texas Film Critics Association, US",2019,Nominee - NTFCA Award,Best Actor,Once Upon a Time in Hollywood (2019)
1940,8,"North Texas Film Critics Association, US",2016,Winner - NTFCA Award,Best Actor,The Revenant (2015)
1941,8,Odyssey Awards,2015,Winner - Odyssey Award,Best Lead Actor,The Revenant (2015)
1942,8,Oklahoma Film Critics Circle Awards,2016,Winner - OFCC Award,Best Actor,The Revenant (2015)
1943,8,Online Association of Female Film Critics,2019,Nominee - OAFFC Award,Best Male Lead,Once Upon a Time in Hollywood (2019)
1944,8,Online Film & Television Association,2020,Nominee - OFTA Film Award,Best Ensemble,Once Upon a Time in Hollywood (2019)
1945,8,Online Film & Television Association,2019,Winner - OFTA Film Hall of Fame,Actin,
1946,8,Online Film & Television Association,2016,Winner - OFTA Film Award,Best Actor,The Revenant (2015)
1947,8,Online Film & Television Association,2014,Nominee - OFTA Film Award,Best Picture,The Wolf of Wall Street (2013)
1948,8,Online Film & Television Association,2014,Nominee - OFTA Film Award,Best Actor,The Wolf of Wall Street (2013)
1949,8,Online Film & Television Association,2009,Nominee - OFTA Film Award,Best Actor,Revolutionary Road (2008)
1950,8,Online Film & Television Association,2007,Nominee - OFTA Film Award,Best Actor,The Departed (2006)
1951,8,Online Film & Television Association,2005,Nominee - OFTA Film Award,Best Actor,The Aviator (2004)
1952,8,Online Film & Television Association,2005,Nominee - OFTA Film Award,Best Ensemble,The Aviator (2004)
1953,8,Online Film & Television Association,1998,Nominee - OFTA Film Award,Best Actor,Titanic (1997)
1954,8,Online Film & Television Association,1998,Nominee - OFTA Film Award,Best Drama Actor,Titanic (1997)
1955,8,Online Film Critics Society Awards,2015,Nominee - OFCS Award,Best Actor,The Revenant (2015)
1956,8,Online Film Critics Society Awards,2007,Nominee - OFCS Award,Best Actor,The Departed (2006)
1957,8,Online Film Critics Society Awards,2005,Nominee - OFCS Award,Best Actor,The Aviator (2004)
1958,8,"Order of Arts and Letters, France",2005,Winner - Commander of the Order of Arts and Letters,"On January 6, 2005",
1959,8,Palm Springs International Film Festival,2009,Winner - Ensemble Cast Award,Revolutionary Road (2008),Revolutionary Road (2008)
1960,8,"People's Choice Awards, USA",2019,Nominee - People's Choice Award,Favorite Drama Movie Star,Once Upon a Time in Hollywood (2019)
1961,8,"People's Choice Awards, USA",2014,Winner - People's Choice Award,Favorite Dramatic Movie Acto,
1962,8,"People's Choice Awards, USA",2014,Nominee - People's Choice Award,Favorite Movie Acto,
1963,8,"People's Choice Awards, USA",2011,Nominee - People's Choice Award,Favorite On-Screen Team,Inception (2010)
1964,8,"People's Choice Awards, USA",2011,Nominee - People's Choice Award,Favorite Movie Acto,
1965,8,"People's Choice Awards, USA",2007,Nominee - People's Choice Award,Favorite On-Screen Match-Up,The Departed (2006)
1966,8,Phoenix Critics Circle,2019,Nominee - PCC Award,Best Actor,Once Upon a Time in Hollywood (2019)
1967,8,Phoenix Critics Circle,2015,Nominee - PCC Award,Best Actor,The Revenant (2015)
1968,8,Phoenix Film Critics Society Awards,2015,Winner - PFCS Award,Best Actor in a Leading Role,The Revenant (2015)
1969,8,Phoenix Film Critics Society Awards,2010,Nominee - PFCS Award,Best Ensemble Acting,Inception (2010)
1970,8,Razzie Awards,2001,Nominee - Razzie Award,Worst Actor,The Beach (2000)
1971,8,Razzie Awards,1999,Winner - Razzie Award,Worst Screen Couple,The Man in the Iron Mask (1998)
1972,8,Rembrandt Awards,2015,Winner - Rembrandt Award,Best International Actor (Beste Buitenlandse Acteur),The Wolf of Wall Street (2013)
1973,8,Rembrandt Awards,2014,Winner - Rembrandt Award,Best International Actor (Beste Buitenlandse Acteur),The Great Gatsby (2013)
1974,8,Russian National Movie Awards,2015,Nominee - Georges Award,Best Foreign Villain of the Year,The Wolf of Wall Street (2013)
1975,8,Russian National Movie Awards,2015,Nominee - Georges Award,Best Foreign Actor of the Yea,
1976,8,Russian National Movie Awards,2014,Winner - Georges Award,Best Foreign Actor of the Decad,
1977,8,Russian National Movie Awards,2014,Winner - Georges Award,Best Foreign Actor of the Yea,
1978,8,Russian National Movie Awards,2014,Nominee - Georges Award,Best Foreign Hero of the Year,The Great Gatsby (2013)
1979,8,Russian National Movie Awards,2014,Nominee - Georges Award,Best Foreign Villain of the Year,Django Unchained (2012)
1980,8,Russian National Movie Awards,2011,Winner - Georges Award,Best Foreign Acto,
1981,8,Russian National Movie Awards,2007,Nominee - Georges Award,Best Foreign Acto,
1982,8,San Diego Film Critics Society Awards,2022,Nominee - SDFCS Award,Best Comedic Performance,Don't Look Up (2021)
1983,8,San Diego Film Critics Society Awards,2015,Winner - SDFCS Award,Best Actor,The Revenant (2015)
1984,8,San Diego Film Critics Society Awards,2012,Nominee - SDFCS Award,Best Ensemble Performance,Django Unchained (2012)
1985,8,San Francisco Bay Area Film Critics Circle,2019,Nominee - SFBAFCC Award,Best Actor,Once Upon a Time in Hollywood (2019)
1986,8,San Francisco Film Critics Circle,2015,Nominee - SFFCC Award,Best Actor,The Revenant (2015)
1987,8,San Francisco Film Critics Circle,2013,Nominee - SFFCC Award,Best Actor,The Wolf of Wall Street (2013)
1988,8,Santa Barbara International Film Festival,2014,Winner - Cinema Vanguard Award,Shared with:,
1989,8,Santa Barbara International Film Festival,2013,Winner - American Riviera Award,,
1990,8,Santa Barbara International Film Festival,2005,Winner - Platinum Award,,
1991,8,Satellite Awards,2019,Nominee - Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical",Once Upon a Time in Hollywood (2019)
1992,8,Satellite Awards,2016,Winner - Satellite Award,Best Actor in a Motion Picture,The Revenant (2015)
1993,8,Satellite Awards,2014,Nominee - Satellite Award,Best Actor in a Motion Picture,The Wolf of Wall Street (2013)
1994,8,Satellite Awards,2011,Nominee - Satellite Award,Best Actor in a Motion Picture,J. Edgar (2011)
1995,8,Satellite Awards,2010,Nominee - Satellite Award,"Best Actor in a Motion Picture, Drama",Inception (2010)
1996,8,Satellite Awards,2008,Nominee - Satellite Award,"Best Actor in a Motion Picture, Drama",Revolutionary Road (2008)
1997,8,Satellite Awards,2006,Winner - Satellite Award,Best Actor in a Supporting Role,The Departed (2006)
1998,8,Satellite Awards,2006,Winner - Satellite Award,"Best Ensemble, Motion Picture",The Departed (2006)
1999,8,Satellite Awards,2006,Nominee - Satellite Award,"Best Actor in a Motion Picture, Drama",Blood Diamond (2006)
2000,8,Satellite Awards,1998,Nominee - Golden Satellite Award,"Best Actor in a Motion Picture, Drama",Titanic (1997)
2001,8,Scream Awards,2010,Winner - Scream Award,Best Science Fiction Actor,Inception (2010)
2002,8,Scream Awards,2010,Nominee - Scream Award,Best Horror Actor,Shutter Island (2010)
2003,8,Screen Actors Guild Awards,2022,Nominee - Actor,Outstanding Performance by a Cast in a Motion Picture,Don't Look Up (2021)
2004,8,Screen Actors Guild Awards,2020,Nominee - Actor,Outstanding Performance by a Cast in a Motion Picture,Once Upon a Time in Hollywood (2019)
2005,8,Screen Actors Guild Awards,2020,Nominee - Actor,Outstanding Performance by a Male Actor in a Leading Role,Once Upon a Time in Hollywood (2019)
2006,8,Screen Actors Guild Awards,2016,Winner - Actor,Outstanding Performance by a Male Actor in a Leading Role,The Revenant (2015)
2007,8,Screen Actors Guild Awards,2012,Nominee - Actor,Outstanding Performance by a Male Actor in a Leading Role,J. Edgar (2011)
2008,8,Screen Actors Guild Awards,2007,Nominee - Actor,Outstanding Performance by a Male Actor in a Leading Role,Blood Diamond (2006)
2009,8,Screen Actors Guild Awards,2007,Nominee - Actor,Outstanding Performance by a Male Actor in a Supporting Role,The Departed (2006)
2010,8,Screen Actors Guild Awards,2007,Nominee - Actor,Outstanding Performance by a Cast in a Motion Picture,The Departed (2006)
2011,8,Screen Actors Guild Awards,2005,Nominee - Actor,Outstanding Performance by a Male Actor in a Leading Role,The Aviator (2004)
2012,8,Screen Actors Guild Awards,2005,Nominee - Actor,Outstanding Performance by a Cast in a Motion Picture,The Aviator (2004)
2013,8,Screen Actors Guild Awards,1998,Nominee - Actor,Outstanding Performance by a Cast,Titanic (1997)
2014,8,Screen Actors Guild Awards,1997,Nominee - Actor,Outstanding Performance by a Cast,Marvin's Room (1996)
2015,8,Seattle Film Critics Awards,2016,Winner - Seattle Film Critics Award,Best Actor,The Revenant (2015)
2016,8,Seattle Film Critics Awards,2014,Winner - Seattle Film Critics Award,Best Actor,The Wolf of Wall Street (2013)
2017,8,Seattle Film Critics Awards,2014,Nominee - Seattle Film Critics Award,Best Ensemble Cast,The Wolf of Wall Street (2013)
2018,8,"SFX Awards, UK",2011,Nominee - SFX Award,Best Actor,Inception (2010)
2019,8,"St. Louis Film Critics Association, US",2015,Winner - SLFCA Award,Best Actor,The Revenant (2015)
2020,8,"St. Louis Film Critics Association, US",2008,Nominee - SLFCA Award,Best Actor,Revolutionary Road (2008)
2021,8,"St. Louis Film Critics Association, US",2006,Nominee - SLFCA Award,Best Actor,Blood Diamond (2006)
2022,8,"St. Louis Film Critics Association, US",2006,Nominee - SLFCA Award,Best Actor,The Departed (2006)
2023,8,Sunset Film Circle Awards,2021,Nominee - SFC Award,Best Actor,Don't Look Up (2021)
2024,8,Teen Choice Awards,2016,Winner - Teen Choice Award,Choice Movie Actor: Drama,The Revenant (2015)
2025,8,Teen Choice Awards,2013,Nominee - Teen Choice Award,Choice Movie Actor: Drama,The Great Gatsby (2013)
2026,8,Teen Choice Awards,2010,Winner - Teen Choice Award,Choice Movie Actor: Horror/Thriller,Shutter Island (2010)
2027,8,Teen Choice Awards,2007,Nominee - Teen Choice Award,Choice Movie Actor: Drama,The Departed (2006)
2028,8,Teen Choice Awards,2005,Nominee - Teen Choice Award,Choice Movie Actor: Drama,The Aviator (2004)
2029,8,Teen Choice Awards,2003,Winner - Teen Choice Award,Choice Movie Liar,Catch Me If You Can (2002)
2030,8,Teen Choice Awards,2003,Nominee - Teen Choice Award,Choice Movie Liplock,Gangs of New York (2002)
2031,8,Teen Choice Awards,2000,Nominee - Teen Choice Award,Film - Choice Actor,The Beach (2000)
2032,8,Teen Choice Awards,2000,Nominee - Teen Choice Award,Film - Choice Chemistry,The Beach (2000)
2033,8,Teen Choice Awards,1999,Nominee - Teen Choice Award,Film - Choice Hissy Fit,Celebrity (1998)
2034,8,The Stinkers Bad Movie Awards,2004,Nominee - Stinker Award,Worst Fake Accent: Male,The Aviator (2004)
2035,8,Toronto Film Critics Association Awards,2015,Nominee - TFCA Award,Best Actor,The Revenant (2015)
2036,8,TV Land Awards,2007,Nominee - TV Land Award,Little Screen/Big Screen Star (Men,
2037,8,Utah Film Critics Association Awards,2015,Winner - UFCA Award,Best Actor,The Revenant (2015)
2038,8,Utah Film Critics Association Awards,2006,Nominee - UFCA Award,Best Actor,Blood Diamond (2006)
2039,8,Utah Film Critics Association Awards,2004,Nominee - UFCA Award,Best Actor,The Aviator (2004)
2040,8,Vancouver Film Critics Circle,2015,Nominee - VFCC Award,Best Actor,The Revenant (2015)
2041,8,Vancouver Film Critics Circle,2007,Nominee - VFCC Award,Best Actor,The Departed (2006)
2042,8,Village Voice Film Poll,2015,Nominee - VVFP Award,Best Actor,The Revenant (2015)
2043,8,Village Voice Film Poll,2013,Nominee - VVFP Award,Best Actor,The Wolf of Wall Street (2013)
2044,8,Village Voice Film Poll,2012,Nominee - VVFP Award,Best Supporting Actor,Django Unchained (2012)
2045,8,Village Voice Film Poll,2010,Nominee - VVFP Award,Best Actor,Shutter Island (2010)
2046,8,Visual Effects Society Awards,2005,Nominee - VES Award,Outstanding Performance by an Actor or Actress in a Visual Effects Film,The Aviator (2004)
2047,8,Washington DC Area Film Critics Association Awards,2019,Nominee - WAFCA Award,Best Actor,Once Upon a Time in Hollywood (2019)
2048,8,Washington DC Area Film Critics Association Awards,2015,Winner - WAFCA Award,Best Actor,The Revenant (2015)
2049,8,Washington DC Area Film Critics Association Awards,2013,Nominee - WAFCA Award,Best Actor,The Wolf of Wall Street (2013)
2050,8,Washington DC Area Film Critics Association Awards,2012,Nominee - WAFCA Award,Best Supporting Actor,Django Unchained (2012)
2051,8,Washington DC Area Film Critics Association Awards,2010,Nominee - WAFCA Award,Best Acting Ensemble,Inception (2010)
2052,8,Washington DC Area Film Critics Association Awards,2004,Nominee - WAFCA Award,Best Actor,The Aviator (2004)
2053,8,Women Film Critics Circle Awards,2015,Winner - Just Kidding Award,Best Equality of the Sexes,
2054,8,Young Artist Awards,1996,Nominee - Young Artist Award,Best Young Leading Actor - Feature Film,The Basketball Diaries (1995)
2055,8,Young Artist Awards,1992,Nominee - Young Artist Award,Best Young Actor Co-starring in a Television Series,Growing Pains (1985)
2056,8,Young Artist Awards,1991,Nominee - Young Artist Award,Best Young Actor in a Daytime Series,Santa Barbara (1984)
2057,8,Young Artist Awards,1991,Nominee - Young Artist Award,Best Young Actor Starring in a New Television Series,Parenthood (1990)
2058,8,YoungStar Awards,1995,Nominee - YoungStar Award,Best Performance by a Young Actor in a Drama Film,The Basketball Diaries (1995)
2059,9,"Academy Awards, USA",2000,Nominee - Oscar,Best Actor in a Supporting Role,Magnolia (1999)
2060,9,"Academy Awards, USA",1997,Nominee - Oscar,Best Actor in a Leading Role,Jerry Maguire (1996)
2061,9,"Academy Awards, USA",1990,Nominee - Oscar,Best Actor in a Leading Role,Born on the Fourth of July (1989)
2062,9,BAFTA Awards,1991,Nominee - BAFTA Film Award,Best Actor,Born on the Fourth of July (1989)
2063,9,AARP Movies for Grownups Awards,2023,Nominee - Movies for Grownups Award,Best Actor,Top Gun: Maverick (2022)
2064,9,AARP Movies for Grownups Awards,2013,Nominee - Movies for Grownups Award,Best Supporting Actor,Rock of Ages (2012)
2065,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2022,Winner - Saturn Award,Best Actor,Top Gun: Maverick (2022)
2066,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2019,Nominee - Saturn Award,Best Actor,Mission: Impossible - Fallout (2018)
2067,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2015,Nominee - Saturn Award,Best Actor,Edge of Tomorrow (2014)
2068,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2012,Nominee - Saturn Award,Best Actor,Mission: Impossible - Ghost Protocol (2011)
2069,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2009,Nominee - Saturn Award,Best Actor,Valkyrie (2008)
2070,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2007,Nominee - Saturn Award,Best Actor,Mission: Impossible III (2006)
2071,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2006,Nominee - Saturn Award,Best Actor,War of the Worlds (2005)
2072,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2005,Nominee - Saturn Award,Best Actor,Collateral (2004)
2073,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2004,Nominee - Saturn Award,Best Actor,The Last Samurai (2003)
2074,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2003,Nominee - Saturn Award,Best Actor,Minority Report (2002)
2075,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",2002,Winner - Saturn Award,Best Actor,Vanilla Sky (2001)
2076,9,"Academy of Science Fiction, Fantasy & Horror Films, USA",1995,Nominee - Saturn Award,Best Actor,Interview with the Vampire: The Vampire Chronicles (1994)
