,ACTOR_ID,AWARD_NAME,YEAR,OUTCOME,DESCRIPTION,FILM
0,0,"Academy Awards, USA",2008,Nominee - Oscar,Best Performance by an Actor in a Leading Role,Sweeney Todd: The Demon Barber of Fleet Street (2007)
1,0,"Academy Awards, USA",2005,Nominee - Oscar,Best Performance by an Actor in a Leading Role,Finding Neverland (2004)
2,0,"Academy Awards, USA",2004,Nominee - Oscar,Best Actor in a Leading Role,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
3,0,BAFTA Awards,2012,Nominee - BAFTA Children's Award,Best Feature Film,Hugo (2011)
4,0,BAFTA Awards,2005,Nominee - BAFTA Film Award,Best Performance by an Actor in a Leading Role,Finding Neverland (2004)
5,0,BAFTA Awards,2004,Nominee - BAFTA Film Award,Best Performance by an Actor in a Leading Role,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
6,0,20/20 Awards,2016,Nominee - Felix,Best Actor,Dead Man (1995)
7,0,20/20 Awards,2015,Nominee - Felix,Best Actor,Ed Wood (1994)
8,0,20/20 Awards,2011,Nominee - Felix,Best Actor,Edward Scissorhands (1990)
9,0,AACTA International Awards,2012,Nominee - AACTA International Award,Best Film,Hugo (2011)
10,0,AARP Movies for Grownups Awards,2016,Nominee - Movies for Grownups Award,Best Actor,Black Mass (2015)
11,0,"Academy of Science Fiction, Fantasy & Horror Films, USA",2008,Nominee - Saturn Award,Best Actor,Sweeney Todd: The Demon Barber of Fleet Street (2007)
12,0,"Academy of Science Fiction, Fantasy & Horror Films, USA",2005,Nominee - Saturn Award,Best Actor,Finding Neverland (2004)
13,0,"Academy of Science Fiction, Fantasy & Horror Films, USA",2004,Nominee - Saturn Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
14,0,"Academy of Science Fiction, Fantasy & Horror Films, USA",2002,Nominee - Saturn Award,Best Actor,From Hell (2001)
15,0,"Academy of Science Fiction, Fantasy & Horror Films, USA",2000,Nominee - Saturn Award,Best Actor,Sleepy Hollow (1999)
16,0,Alliance of Women Film Journalists,2012,Nominee - EDA Award,Best Picture,Hugo (2011)
17,0,Alliance of Women Film Journalists,2007,Nominee - EDA Award,Best Actor,Sweeney Todd: The Demon Barber of Fleet Street (2007)
18,0,Awards Circuit Community Awards,2011,Nominee - ACCA,Best Motion Picture,Hugo (2011)
19,0,Awards Circuit Community Awards,2007,Nominee - ACCA,Best Actor in a Leading Role,Sweeney Todd: The Demon Barber of Fleet Street (2007)
20,0,Awards Circuit Community Awards,2003,Winner - ACCA,Best Actor in a Leading Role,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
21,0,Awards Circuit Community Awards,1994,Nominee - ACCA,Best Actor in a Leading Role,Ed Wood (1994)
22,0,Awards Circuit Community Awards,1994,Nominee - ACCA,Best Cast Ensemble,Ed Wood (1994)
23,0,Bahamas International Film Festival,2009,Winner - Career Achievement Award,,
24,0,Blockbuster Entertainment Awards,2000,Winner - Blockbuster Entertainment Award,Favorite Actor - Horror,Sleepy Hollow (1999)
25,0,Bravo Otto,2012,Nominee - Bravo Otto Germany,Best Actor (Schauspieler,
26,0,Bravo Otto,2011,Nominee - Bravo Otto Germany,Best Actor (Schauspieler,
27,0,Bravo Otto,2010,Nominee - Bravo Otto Germany,Best Actor/Actress (Schauspieler/in,
28,0,Bravo Otto,2007,Nominee - Bravo Otto Germany,Best Actor (Schauspieler,
29,0,Bravo Otto,2006,Winner - Bravo Otto Germany,Best Actor (Schauspieler,
30,0,Bravo Otto,1995,Nominee - Bravo Otto Germany,Best Actor (Schauspieler,
31,0,British Independent Film Awards,2005,Nominee - British Independent Film Award,Best Actor,The Libertine (2004)
32,0,Cannes Film Festival,1997,Nominee - Palme d'Or,The Brave (1997,The Brave (1997)
33,0,Cannes Film Festival,1997,Nominee - Golden Camera,The Brave (1997,The Brave (1997)
34,0,Central Ohio Film Critics Association,2016,Nominee - COFCA Award,Best Actor,Black Mass (2015)
35,0,Chicago Film Critics Association Awards,2004,Nominee - CFCA Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
36,0,Chicago Film Critics Association Awards,1995,Nominee - CFCA Award,Best Actor,Ed Wood (1994)
37,0,Chlotrudis Awards,1998,Nominee - Chlotrudis Award,Best Actor,Donnie Brasco (1997)
38,0,Critics Choice Awards,2016,Nominee - Critics Choice Award,Best Actor,Black Mass (2015)
39,0,Critics Choice Awards,2008,Nominee - Critics Choice Award,Best Actor,Sweeney Todd: The Demon Barber of Fleet Street (2007)
40,0,Critics Choice Awards,2008,Nominee - Critics Choice Award,Best Acting Ensemble,Sweeney Todd: The Demon Barber of Fleet Street (2007)
41,0,Critics Choice Awards,2005,Nominee - Critics Choice Award,Best Actor,Finding Neverland (2004)
42,0,Critics Choice Awards,2004,Nominee - Critics Choice Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
43,0,"César Awards, France",1999,Winner - Honorary César,,
44,0,Dallas-Fort Worth Film Critics Association Awards,2015,Nominee - DFWFCA Award,Best Actor,Black Mass (2015)
45,0,Dallas-Fort Worth Film Critics Association Awards,2005,Nominee - DFWFCA Award,Best Actor,Finding Neverland (2004)
46,0,Dallas-Fort Worth Film Critics Association Awards,2004,Nominee - DFWFCA Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
47,0,Detroit Film Critics Society Awards,2014,Nominee - DFCS Award,Best Ensemble,Into the Woods (2014)
48,0,"Empire Awards, UK",2009,Nominee - Empire Award,Best Actor,Sweeney Todd: The Demon Barber of Fleet Street (2007)
49,0,"Empire Awards, UK",2007,Nominee - Empire Award,Best Actor,Pirates of the Caribbean: Dead Man's Chest (2006)
50,0,"Empire Awards, UK",2006,Winner - Empire Award,Best Actor,Charlie and the Chocolate Factory (2005)
51,0,"Empire Awards, UK",2005,Nominee - Empire Award,Best Actor,Finding Neverland (2004)
52,0,"Empire Awards, UK",2004,Winner - Empire Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
53,0,Fangoria Chainsaw Awards,2005,Nominee - Chainsaw Award,Best Actor,Secret Window (2004)
54,0,Fangoria Chainsaw Awards,2002,Nominee - Chainsaw Award,Best Actor,From Hell (2001)
55,0,Fangoria Chainsaw Awards,2000,Winner - Chainsaw Award,Best Actor,Sleepy Hollow (1999)
56,0,Gold Derby Awards,2015,Nominee - Gold Derby Film Award,Ensemble Cast,Into the Woods (2014)
57,0,Gold Derby Awards,2010,Nominee - Gold Derby Film Award,Performer of the Decad,
58,0,Gold Derby Awards,2010,Nominee - Gold Derby Film Award,Lead Actor of the Decade,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
59,0,Gold Derby Awards,2008,Nominee - Gold Derby Film Award,Lead Actor,Sweeney Todd: The Demon Barber of Fleet Street (2007)
60,0,Gold Derby Awards,2004,Nominee - Gold Derby Film Award,Lead Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
61,0,"Golden Globes, USA",2011,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,The Tourist (2010)
62,0,"Golden Globes, USA",2011,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Alice in Wonderland (2010)
63,0,"Golden Globes, USA",2008,Winner - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Sweeney Todd: The Demon Barber of Fleet Street (2007)
64,0,"Golden Globes, USA",2007,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Pirates of the Caribbean: Dead Man's Chest (2006)
65,0,"Golden Globes, USA",2006,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Charlie and the Chocolate Factory (2005)
66,0,"Golden Globes, USA",2005,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,Finding Neverland (2004)
67,0,"Golden Globes, USA",2004,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
68,0,"Golden Globes, USA",1995,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Ed Wood (1994)
69,0,"Golden Globes, USA",1994,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Benny & Joon (1993)
70,0,"Golden Globes, USA",1991,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Edward Scissorhands (1990)
71,0,Golden Schmoes Awards,2015,Nominee - Golden Schmoes,Best Actor of the Year,Black Mass (2015)
72,0,Golden Schmoes Awards,2007,Winner - Golden Schmoes,Favorite Celebrity of the Yea,
73,0,Golden Schmoes Awards,2007,Nominee - Golden Schmoes,Best Actor of the Year,Sweeney Todd: The Demon Barber of Fleet Street (2007)
74,0,Golden Schmoes Awards,2004,Winner - Golden Schmoes,Favorite Celebrity of the Yea,
75,0,Golden Schmoes Awards,2004,Nominee - Golden Schmoes,Best Actor of the Year,Finding Neverland (2004)
76,0,Golden Schmoes Awards,2003,Winner - Golden Schmoes,Best Actor of the Year,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
77,0,Golden Schmoes Awards,2003,Winner - Golden Schmoes,Favorite Celebrity of the Yea,
78,0,Golden Schmoes Awards,2003,Nominee - Golden Schmoes,Best Supporting Actor of the Year,Once Upon a Time in Mexico (2003)
79,0,Hollywood Film Awards,2003,Winner - Actor of the Year,,
80,0,Hollywood Makeup Artist and Hair Stylist Guild Awards,2014,Winner - Distinguished Artisan Award,Johnny Depp is one of the most prominent and talented actors working today. The award-winning ...                More,
81,0,Huading Award,2016,Nominee - Huading Award,Best Global Actor in a Motion Picture,Alice Through the Looking Glass (2016)
82,0,International Documentary Association,2021,Nominee - IDA Award,Best Music Documentary,Crock of Gold: A Few Rounds with Shane MacGowan (2020)
83,0,International Online Cinema Awards (INOCA),2004,Nominee - INOCA,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
84,0,Irish Film and Television Awards,2005,Nominee - Audience Award,Best International Actor,Charlie and the Chocolate Factory (2005)
85,0,Irish Film and Television Awards,2004,Winner - Audience Award,Best International Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
86,0,Italian Online Movie Awards (IOMA),2008,Nominee - IOMA,Best Actor (Miglior attore protagonista),Sweeney Todd: The Demon Barber of Fleet Street (2007)
87,0,Italian Online Movie Awards (IOMA),2006,Nominee - IOMA,Best Actor (Miglior attore protagonista),Charlie and the Chocolate Factory (2005)
88,0,Italian Online Movie Awards (IOMA),2004,Nominee - IOMA,Best Actor (Miglior attore protagonista),Pirates of the Caribbean: The Curse of the Black Pearl (2003)
89,0,Jupiter Award,2012,Nominee - Jupiter Award,Best International Actor,Pirates of the Caribbean: On Stranger Tides (2011)
90,0,Jupiter Award,2008,Winner - Jupiter Award,Best International Actor,Pirates of the Caribbean: At World's End (2007)
91,0,Jupiter Award,2007,Winner - Jupiter Award,Best International Actor,Pirates of the Caribbean: Dead Man's Chest (2006)
92,0,Jupiter Award,2006,Nominee - Jupiter Award,Best International Actor,Charlie and the Chocolate Factory (2005)
93,0,Jupiter Award,2005,Nominee - Jupiter Award,Best International Actor,Finding Neverland (2004)
94,0,Jupiter Award,2003,Winner - Jupiter Award,Best International Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
95,0,Jupiter Award,1995,Winner - Jupiter Award,Best International Actor,Don Juan DeMarco (1994)
96,0,"Kids' Choice Awards, USA",2014,Nominee - Blimp Award,Favorite Movie Actor,The Lone Ranger (2013)
97,0,"Kids' Choice Awards, USA",2014,Nominee - Blimp Award,Favorite Male Butt Kicker,The Lone Ranger (2013)
98,0,"Kids' Choice Awards, USA",2013,Winner - Blimp Award,Favorite Movie Actor,Dark Shadows (2012)
99,0,"Kids' Choice Awards, USA",2012,Nominee - Blimp Award,Favorite Movie Actor,Pirates of the Caribbean: On Stranger Tides (2011)
100,0,"Kids' Choice Awards, USA",2012,Nominee - Blimp Award,Favorite Voice from an Animated Movie,Rango (2011)
101,0,"Kids' Choice Awards, USA",2011,Winner - Blimp Award,Favorite Movie Actor,Alice in Wonderland (2010)
102,0,"Kids' Choice Awards, USA",2008,Winner - Blimp Award,Favorite Male Movie Star,Pirates of the Caribbean: At World's End (2007)
103,0,"Kids' Choice Awards, USA",2007,Nominee - Blimp Award,Favorite Male Movie Star,Pirates of the Caribbean: Dead Man's Chest (2006)
104,0,"Kids' Choice Awards, USA",2006,Nominee - Blimp Award,Favorite Movie Actor,Charlie and the Chocolate Factory (2005)
105,0,"Kids' Choice Awards, USA",2006,Nominee - Blimp Award,Favorite Voice from an Animated Feature,Corpse Bride (2005)
106,0,Las Vegas Film Critics Society Awards,2004,Nominee - Sierra Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
107,0,London Critics Circle Film Awards,2006,Nominee - ALFS Award,Actor of the Year,Charlie and the Chocolate Factory (2005)
108,0,London Critics Circle Film Awards,2005,Nominee - ALFS Award,Actor of the Year,Finding Neverland (2004)
109,0,London Critics Circle Film Awards,1996,Winner - ALFS Award,Actor of the Year,Ed Wood (1994)
110,0,MTV Movie + TV Awards,2012,Winner - MTV Generation Award,,
111,0,MTV Movie + TV Awards,2012,Nominee - MTV Movie Award,Best On-Screen Transformation,21 Jump Street (2012)
112,0,MTV Movie + TV Awards,2010,Nominee - MTV Movie Award,Global Supersta,
113,0,MTV Movie + TV Awards,2008,Winner - MTV Movie Award,Best Comedic Performance,Pirates of the Caribbean: At World's End (2007)
114,0,MTV Movie + TV Awards,2008,Winner - MTV Movie Award,Best Villain,Sweeney Todd: The Demon Barber of Fleet Street (2007)
115,0,MTV Movie + TV Awards,2007,Winner - MTV Movie Award,Best Performance,Pirates of the Caribbean: Dead Man's Chest (2006)
116,0,MTV Movie + TV Awards,2004,Winner - MTV Movie Award,Best Male Performance,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
117,0,MTV Movie + TV Awards,2004,Nominee - MTV Movie Award,Best Comedic Performance,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
118,0,MTV Movie + TV Awards,2004,Nominee - MTV Movie Award,Best On-Screen Team,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
119,0,MTV Movie + TV Awards,1994,Nominee - MTV Movie Award,Best On-Screen Duo,Benny & Joon (1993)
120,0,MTV Movie + TV Awards,1994,Nominee - MTV Movie Award,Best Comedic Performance,Benny & Joon (1993)
121,0,"MTV Movie Awards, Mexico",2004,Winner - MTV Movie Award,Best Look (Mejor Look),Pirates of the Caribbean: The Curse of the Black Pearl (2003)
122,0,"National Movie Awards, UK",2011,Winner - National Movie Award,Screen Ico,
123,0,"National Movie Awards, UK",2008,Winner - National Movie Award,Best Performance - Male,Sweeney Todd: The Demon Barber of Fleet Street (2007)
124,0,"National Movie Awards, UK",2007,Nominee - National Movie Award,Best Performance by a Male,Pirates of the Caribbean: At World's End (2007)
125,0,NAVGTR Awards,2007,Nominee - NAVGTR Award,"Performance in a Comedy, Lead",Pirates of the Caribbean: The Legend of Jack Sparrow (2006)
126,0,New England Film & Video Festival,2021,Winner - Honorable Mention,Lifetime Achievemen,
127,0,NewNowNext Awards,2013,Nominee - Nexty,Coolest Cameo,21 Jump Street (2012)
128,0,"Nickelodeon Kids Choice Awards, UK",2007,Winner - Nickelodeon Kid's Choice Award,Best Movie Actor,Pirates of the Caribbean: At World's End (2007)
129,0,"Northeast Film Festival, US",2017,Nominee - Festival Award,Best Supporting Actor in a Short Film,The Black Ghiandola (2017)
130,0,NRJ Ciné Awards,2006,Winner - NRJ Ciné Award,Best Look (Meilleur Look),Charlie and the Chocolate Factory (2005)
131,0,NRJ Ciné Awards,2004,Nominee - NRJ Ciné Award,Sexiest Actor (Acteur le plus sexy),Pirates of the Caribbean: The Curse of the Black Pearl (2003)
132,0,Odyssey Awards,2016,Nominee - Odyssey Award,Worst Acting Performance,Mortdecai (2015)
133,0,Online Film & Television Association,2012,Nominee - OFTA Film Award,Best Picture,Hugo (2011)
134,0,Online Film & Television Association,2004,Nominee - OFTA Film Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
135,0,Online Film Critics Society Awards,2004,Nominee - OFCS Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
136,0,Palm Springs International Film Festival,2016,Winner - Desert Palm Achievement Award,Black Mass (2015),Black Mass (2015)
137,0,"People's Choice Awards, USA",2017,Winner - People's Choice Award,Favorite Movie Ico,
138,0,"People's Choice Awards, USA",2016,Winner - People's Choice Award,Favorite Dramatic Movie Acto,
139,0,"People's Choice Awards, USA",2016,Nominee - People's Choice Award,Favorite Movie Acto,
140,0,"People's Choice Awards, USA",2014,Winner - People's Choice Award,Favorite Movie Acto,
141,0,"People's Choice Awards, USA",2013,Nominee - People's Choice Award,Favorite Movie Acto,
142,0,"People's Choice Awards, USA",2012,Winner - People's Choice Award,Favorite Movie Acto,
143,0,"People's Choice Awards, USA",2012,Winner - People's Choice Award,Favorite Animated Movie Voice,Rango (2011)
144,0,"People's Choice Awards, USA",2011,Winner - People's Choice Award,Favorite Movie Acto,
145,0,"People's Choice Awards, USA",2010,Winner - People's Choice Award,Favorite Movie Acto,
146,0,"People's Choice Awards, USA",2010,Winner - People's Choice Award,Favorite Movie Actor of the Decad,
147,0,"People's Choice Awards, USA",2008,Winner - People's Choice Award,Favorite Male Movie Sta,
148,0,"People's Choice Awards, USA",2008,Nominee - People's Choice Award,Favorite Male Action Sta,
149,0,"People's Choice Awards, USA",2007,Winner - People's Choice Award,Favorite Male Movie Sta,
150,0,"People's Choice Awards, USA",2007,Winner - People's Choice Award,Favorite Male Action Sta,
151,0,"People's Choice Awards, USA",2007,Winner - People's Choice Award,Favorite On-Screen Match-Up,Pirates of the Caribbean: Dead Man's Chest (2006)
152,0,"People's Choice Awards, USA",2006,Winner - People's Choice Award,Favorite Male Movie Sta,
153,0,"People's Choice Awards, USA",2005,Winner - People's Choice Award,Favorite Male Movie Sta,
154,0,"People's Choice Awards, USA",2005,Nominee - People's Choice Award,Favorite On-Screen Chemistry,Finding Neverland (2004)
155,0,Phoenix Film Critics Society Awards,2015,Nominee - PFCS Award,Best Actor in a Leading Role,Black Mass (2015)
156,0,Phoenix Film Critics Society Awards,2014,Nominee - PFCS Award,Best Ensemble Acting,Into the Woods (2014)
157,0,Phoenix Film Critics Society Awards,2004,Nominee - PFCS Award,Best Performance by an Actor in a Leading Role,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
158,0,Razzie Awards,2019,Nominee - Razzie Award,Worst Actor,Sherlock Gnomes (2018)
159,0,Razzie Awards,2019,Nominee - Razzie Award,Worst Screen Combo,Sherlock Gnomes (2018)
160,0,Razzie Awards,2018,Nominee - Razzie Award,Worst Actor,Pirates of the Caribbean: Dead Men Tell No Tales (2017)
161,0,Razzie Awards,2018,Nominee - Razzie Award,Worst Screen Combo,Pirates of the Caribbean: Dead Men Tell No Tales (2017)
162,0,Razzie Awards,2017,Nominee - Razzie Award,Worst Supporting Actor,Alice Through the Looking Glass (2016)
163,0,Razzie Awards,2017,Nominee - Razzie Award,Worst Screen Combo,Alice Through the Looking Glass (2016)
164,0,Razzie Awards,2016,Nominee - Razzie Award,Worst Actor,Mortdecai (2015)
165,0,Razzie Awards,2016,Nominee - Razzie Award,Worst Screen Combo,Mortdecai (2015)
166,0,Razzie Awards,2014,Nominee - Razzie Award,Worst Actor,The Lone Ranger (2013)
167,0,Rembrandt Awards,2011,Winner - Rembrandt Award,Best International Actor (Beste Buitenlandse Acteur),Alice in Wonderland (2010)
168,0,Rembrandt Awards,2008,Winner - Rembrandt Award,Best International Actor (Beste Buitenlandse Acteur),Pirates of the Caribbean: At World's End (2007)
169,0,Rembrandt Awards,2007,Winner - Rembrandt Award,Best International Actor (Beste Buitenlandse Acteur),Pirates of the Caribbean: Dead Man's Chest (2006)
170,0,Russian Guild of Film Critics,1998,Winner - Golden Aries,Best Foreign Actor,Fear and Loathing in Las Vegas (1998)
171,0,Russian National Movie Awards,2016,Nominee - Georges Award,Best Foreign Actor of the Yea,
172,0,Russian National Movie Awards,2014,Nominee - Georges Award,Best Foreign Actor of the Decad,
173,0,Russian National Movie Awards,2014,Nominee - Georges Award,Best Foreign Actor of the Yea,
174,0,Russian National Movie Awards,2013,Nominee - Georges Award,Best Foreign Actor of the Yea,
175,0,Russian National Movie Awards,2012,Nominee - Georges Award,Best Foreign Actor of the Yea,
176,0,Russian National Movie Awards,2011,Nominee - Georges Award,Best Foreign Acto,
177,0,Russian National Movie Awards,2009,Winner - Georges Award,Georges Special Prize,
178,0,Russian National Movie Awards,2008,Nominee - Georges Award,Best Foreign Acto,
179,0,Russian National Movie Awards,2007,Winner - Georges Award,Best Foreign Acto,
180,0,Russian National Movie Awards,2006,Winner - Georges Award,Best Acto,
181,0,Russian National Movie Awards,2005,Winner - Georges Award,Best Acto,
182,0,San Sebastián International Film Festival,2021,Winner - Donostia Lifetime Achievement Award,,
183,0,Sant Jordi Awards,2021,Winner - Honorary Award,,
184,0,Santa Barbara International Film Festival,2016,Winner - Modern Master Award,,
185,0,Satellite Awards,2016,Nominee - Satellite Award,Best Actor in a Motion Picture,Black Mass (2015)
186,0,Satellite Awards,2015,Winner - Special Achievement Award,"Best Ensemble, Motion Picture",Into the Woods (2014)
187,0,Satellite Awards,2009,Nominee - Satellite Award,"Best Actor in a Motion Picture, Drama",Public Enemies (2009)
188,0,Satellite Awards,2005,Nominee - Golden Satellite Award,"Best Actor in a Motion Picture, Drama",Finding Neverland (2004)
189,0,Satellite Awards,2004,Nominee - Golden Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical",Pirates of the Caribbean: The Curse of the Black Pearl (2003)
190,0,Satellite Awards,2004,Nominee - Golden Satellite Award,"Best Actor in a Supporting Role, Comedy or Musical",Once Upon a Time in Mexico (2003)
191,0,Satellite Awards,2000,Nominee - Golden Satellite Award,"Best Performance by an Actor in a Motion Picture, Comedy or Musical",Sleepy Hollow (1999)
192,0,Scream Awards,2011,Nominee - Scream Award,Best Fantasy Actor,Pirates of the Caribbean: On Stranger Tides (2011)
193,0,Scream Awards,2010,Nominee - Scream Award,Best Fantasy Actor,Alice in Wonderland (2010)
194,0,Scream Awards,2007,Winner - Scream Award,Fantasy Hero,Pirates of the Caribbean: At World's End (2007)
195,0,Scream Awards,2006,Winner - Scream Award,Most Heroic Performance,Pirates of the Caribbean: Dead Man's Chest (2006)
196,0,Screen Actors Guild Awards,2016,Nominee - Actor,Outstanding Performance by a Male Actor in a Leading Role,Black Mass (2015)
197,0,Screen Actors Guild Awards,2005,Nominee - Actor,Outstanding Performance by a Male Actor in a Leading Role,Finding Neverland (2004)
198,0,Screen Actors Guild Awards,2005,Nominee - Actor,Outstanding Performance by a Cast in a Motion Picture,Finding Neverland (2004)
199,0,Screen Actors Guild Awards,2004,Winner - Actor,Outstanding Performance by a Male Actor in a Leading Role,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
200,0,Screen Actors Guild Awards,2001,Nominee - Actor,Outstanding Performance by the Cast of a Theatrical Motion Picture,Chocolat (2000)
201,0,"SFX Awards, UK",2007,Winner - SFX Award,Best Actor,Pirates of the Caribbean: Dead Man's Chest (2006)
202,0,"SFX Awards, UK",2004,Winner - SFX Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
203,0,"ShoWest Convention, USA",1990,Winner - ShoWest Award,Male Star of Tomorro,
204,0,Spike Video Game Awards,2006,Nominee - VGA,Best Performance by a Human Male,Pirates of the Caribbean: The Legend of Jack Sparrow (2006)
205,0,Teen Choice Awards,2019,Nominee - Teen Choice Award,Choice Movie Villain,Fantastic Beasts: The Crimes of Grindelwald (2018)
206,0,Teen Choice Awards,2017,Nominee - Teen Choice Award,Choice Movie Actor: Action,Pirates of the Caribbean: Dead Men Tell No Tales (2017)
207,0,Teen Choice Awards,2017,Nominee - Teen Choice Award,Choice: Fight,Pirates of the Caribbean: Dead Men Tell No Tales (2017)
208,0,Teen Choice Awards,2013,Nominee - Teen Choice Award,Choice Movie: Chemistry,The Lone Ranger (2013)
209,0,Teen Choice Awards,2013,Nominee - Teen Choice Award,Choice Summer Movie Star: Male,The Lone Ranger (2013)
210,0,Teen Choice Awards,2011,Winner - Teen Choice Award,Choice Movie Actor: Action,The Tourist (2010)
211,0,Teen Choice Awards,2011,Winner - Teen Choice Award,Choice Animated Movie: Voice,Rango (2011)
212,0,Teen Choice Awards,2011,Nominee - Teen Choice Award,Choice Movie Actor: Sci-Fi/Fantasy,Pirates of the Caribbean: On Stranger Tides (2011)
213,0,Teen Choice Awards,2010,Nominee - Teen Choice Award,Choice Movie Actor: Fantasy,Alice in Wonderland (2010)
214,0,Teen Choice Awards,2009,Nominee - Teen Choice Award,Choice Summer Movie Star: Male,Public Enemies (2009)
215,0,Teen Choice Awards,2008,Winner - Teen Choice Award,Choice Movie Villain,Sweeney Todd: The Demon Barber of Fleet Street (2007)
216,0,Teen Choice Awards,2007,Winner - Teen Choice Award,Choice Movie Actor: Action Adventure,Pirates of the Caribbean: At World's End (2007)
217,0,Teen Choice Awards,2006,Winner - Teen Choice Award,Movies - Choice Actor: Drama/Action Adventure,Pirates of the Caribbean: Dead Man's Chest (2006)
218,0,Teen Choice Awards,2006,Winner - Teen Choice Award,Movies - Choice Actor: Comedy,Charlie and the Chocolate Factory (2005)
219,0,Teen Choice Awards,2005,Nominee - Teen Choice Award,Choice Movie Actor: Drama,Finding Neverland (2004)
220,0,Teen Choice Awards,2004,Winner - Teen Choice Award,Choice Movie Liar,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
221,0,Teen Choice Awards,2004,Winner - Teen Choice Award,Choice Movie Fight/Action Sequence,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
222,0,The Stinkers Bad Movie Awards,2001,Nominee - Stinker Award,Worst On-Screen Couple,Blow (2001)
223,0,The Stinkers Bad Movie Awards,1998,Nominee - Stinker Award,Worst On-Screen Couple,Fear and Loathing in Las Vegas (1998)
224,0,Venice Film Festival,2015,Winner - Fondazione Mimmo Rotella Special Award,,
225,0,Village Voice Film Poll,2003,Nominee - VVFP Award,Best Performance,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
226,0,Walk of Fame,1999,Winner - Star on the Walk of Fame,Motion Picture,
227,0,Washington DC Area Film Critics Association Awards,2015,Nominee - WAFCA Award,Best Actor,Black Mass (2015)
228,0,Washington DC Area Film Critics Association Awards,2014,Nominee - WAFCA Award,Best Acting Ensemble,Into the Woods (2014)
229,0,Washington DC Area Film Critics Association Awards,2003,Nominee - WAFCA Award,Best Actor,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
230,0,Women Film Critics Circle Awards,2005,Winner - WFCC Award,Most Offensive Male Character,The Libertine (2004)
231,0,Yoga Awards,2016,Winner - Yoga Award,Worst Foreign Actor,Mortdecai (2015)
232,0,Yoga Awards,2004,Winner - Yoga Award,Worst Foreign Costumes & Makeup,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
233,0,Young Artist Awards,1987,Nominee - Young Artist Award,Exceptional Performance by a Young Actor in a Supporting Role - TV Special or Movie of the Week,Slow Burn (1986)
234,0,Young Artist Awards,1985,Nominee - Young Artist Award,"Best Young Supporting Actor in a Motion Picture Musical, Comedy, Adventure or Drama",A Nightmare on Elm Street (1984)
235,1,"Academy Awards, USA",2020,Nominee - Oscar,Best Performance by an Actor in a Supporting Role,The Irishman (2019)
236,1,"Academy Awards, USA",1993,Winner - Oscar,Best Actor in a Leading Role,Scent of a Woman (1992)
237,1,"Academy Awards, USA",1993,Nominee - Oscar,Best Actor in a Supporting Role,Glengarry Glen Ross (1992)
238,1,"Academy Awards, USA",1991,Nominee - Oscar,Best Actor in a Supporting Role,Dick Tracy (1990)
